key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10140,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10141,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10142,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10143,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10144,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10145,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10146,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10147,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10148,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10149,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10150,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10151,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10152,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10153,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10154,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10155,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10156,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10157,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10158,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10159,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10160,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10161,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10162,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10163,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10164,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10165,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10166,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10167,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10168,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10169,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10170,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10171,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10172,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10173,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10174,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10175,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10176,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10177,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10178,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10179,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10180,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10181,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10182,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10183,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10184,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10185,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10186,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10187,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10188,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10189,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10190,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10191,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10192,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10193,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10194,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10195,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10196,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10197,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10198,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10199,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10200,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10201,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10202,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10203,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10204,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10205,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10206,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10207,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10208,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10209,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10210,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10211,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10212,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10213,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10214,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10215,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10216,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10217,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10218,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10219,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10220,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10221,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10222,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10223,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10224,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10225,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10226,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10227,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10228,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10229,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10230,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10231,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10232,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10233,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10234,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10235,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10236,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10237,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10238,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10239,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10240,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10241,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10242,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10243,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10244,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10245,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10246,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10247,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10248,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10249,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10250,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10251,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10252,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10253,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10254,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10255,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10256,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10257,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10258,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10259,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10260,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10261,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10262,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10263,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10264,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10265,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10266,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10267,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10268,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10269,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10270,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10271,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10272,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10273,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10274,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10275,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10276,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10277,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10278,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10279,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10280,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10281,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10282,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10283,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10284,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10285,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10286,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10287,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10288,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10289,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10290,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10291,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10292,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10293,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10294,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10295,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10296,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10297,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10298,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10299,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10300,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10301,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10302,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10303,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10304,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10305,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10306,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10307,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10308,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10309,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10310,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10311,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10312,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10313,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10314,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10315,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10316,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10317,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10318,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10319,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10320,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10321,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10322,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10323,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10324,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10325,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10326,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10327,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10328,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10329,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10330,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10331,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10332,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10333,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10334,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10335,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10336,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10337,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10338,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10339,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10340,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10341,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10342,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10343,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10344,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10345,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10346,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10347,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10348,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10349,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10350,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10351,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10352,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10353,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10354,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10355,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10356,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10357,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10358,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10359,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10360,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10361,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10362,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10363,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10364,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10365,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10366,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10367,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10368,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10369,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10370,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10371,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10372,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10373,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10374,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10375,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10376,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10377,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10378,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10379,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10380,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10381,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10382,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10383,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10384,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10385,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10386,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10387,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10388,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10389,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10390,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10391,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10392,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10393,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10394,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10395,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10396,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10397,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10398,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10399,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10400,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10401,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10402,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10403,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10404,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10405,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10406,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10407,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10408,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10409,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10410,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10411,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10412,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10413,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10414,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10415,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10416,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10417,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10418,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10419,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10420,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10421,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10422,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10423,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10424,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10425,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10426,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10427,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10428,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10429,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10430,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10431,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10432,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10433,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10434,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10435,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10436,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10437,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10438,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10439,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10440,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10441,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10442,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10443,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10444,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10445,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10446,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10447,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10448,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10449,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10450,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10451,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10452,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10453,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10454,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10455,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10456,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10457,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10458,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10459,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10460,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10461,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10462,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
10463,0,0,False,0,0,0,"",0,0,0,0,0,False,0,False,False,0,False,False,False
